NAME_FILE,DATE,CLASS,BACKGROUND,LIGHT,INDOOR
COLHER_NOITE_INDOOR_MADEIRA1c.jpg,2020-09-26,COLHER,MADEIRA,False,True
COLHER_NOITE_OUTDOOR_MADEIRA1a.jpg,2020-09-26,COLHER,MADEIRA,False,False
COLHER_NOITE_OUTDOOR_MADEIRA1b.jpg,2020-09-26,COLHER,MADEIRA,False,False
COLHER_NOITE_OUTDOOR_MADEIRA1c.jpg,2020-09-26,COLHER,MADEIRA,False,False
COLHER_DIA_INDOOR_ESCURO2a.jpg,,COLHER,ESCURO,True,True
COLHER_DIA_INDOOR_ESCURO2b.jpg,,COLHER,ESCURO,True,True
COLHER_DIA_INDOOR_ESCURO2c.jpg,,COLHER,ESCURO,True,True
COLHER_DIA_OUTDOOR_ESCURO2a.jpg,,COLHER,ESCURO,True,False
COLHER_DIA_OUTDOOR_ESCURO2b.jpg,,COLHER,ESCURO,True,False
COLHER_DIA_OUTDOOR_ESCURO2c.jpg,,COLHER,ESCURO,True,False
COLHER_NOITE_INDOOR_ESCURO2a.jpg,,COLHER,ESCURO,False,True
COLHER_NOITE_INDOOR_ESCURO2b.jpg,,COLHER,ESCURO,False,True
COLHER_NOITE_INDOOR_ESCURO2c.jpg,,COLHER,ESCURO,False,True
COLHER_NOITE_OUTDOOR_ESCURO2a.jpg,,COLHER,ESCURO,False,False
COLHER_NOITE_OUTDOOR_ESCURO2b.jpg,,COLHER,ESCURO,False,False
COLHER_NOITE_OUTDOOR_ESCURO2c.jpg,,COLHER,ESCURO,False,False
COLHER_DIA_INDOOR_CLARO2a.jpg,,COLHER,CLARO,True,True
COLHER_DIA_INDOOR_CLARO2b.jpg,,COLHER,CLARO,True,True
COLHER_DIA_INDOOR_CLARO2c.jpg,,COLHER,CLARO,True,True
COLHER_DIA_OUTDOOR_CLARO2a.jpg,,COLHER,CLARO,True,False
COLHER_DIA_OUTDOOR_CLARO2b.jpg,,COLHER,CLARO,True,False
COLHER_DIA_OUTDOOR_CLARO2c.jpg,,COLHER,CLARO,True,False
COLHER_NOITE_INDOOR_CLARO2a.jpg,,COLHER,CLARO,False,True
COLHER_NOITE_INDOOR_CLARO2b.jpg,,COLHER,CLARO,False,True
COLHER_NOITE_INDOOR_CLARO2c.jpg,,COLHER,CLARO,False,True
COLHER_NOITE_OUTDOOR_CLARO2a.jpg,,COLHER,CLARO,False,False
COLHER_NOITE_OUTDOOR_CLARO2b.jpg,,COLHER,CLARO,False,False
COLHER_NOITE_OUTDOOR_CLARO2c.jpg,,COLHER,CLARO,False,False
COLHER_DIA_INDOOR_MADEIRA2a.jpg,,COLHER,MADEIRA,True,True
COLHER_DIA_INDOOR_MADEIRA2b.jpg,,COLHER,MADEIRA,True,True
COLHER_DIA_INDOOR_MADEIRA2c.jpg,,COLHER,MADEIRA,True,True
COLHER_DIA_OUTDOOR_MADEIRA2a.jpg,,COLHER,MADEIRA,True,False
COLHER_DIA_OUTDOOR_MADEIRA2b.jpg,,COLHER,MADEIRA,True,False
COLHER_DIA_OUTDOOR_MADEIRA2c.jpg,,COLHER,MADEIRA,True,False
COLHER_NOITE_INDOOR_MADEIRA2a.jpg,,COLHER,MADEIRA,False,True
COLHER_NOITE_INDOOR_MADEIRA2b.jpg,,COLHER,MADEIRA,False,True
COLHER_NOITE_INDOOR_MADEIRA2c.jpg,,COLHER,MADEIRA,False,True
COLHER_NOITE_OUTDOOR_MADEIRA2a.jpg,,COLHER,MADEIRA,False,False
COLHER_NOITE_OUTDOOR_MADEIRA2b.jpg,,COLHER,MADEIRA,False,False
COLHER_NOITE_OUTDOOR_MADEIRA2c.jpg,,COLHER,MADEIRA,False,False
COLHER_DIA_INDOOR_ESCURO3a.jpg,,COLHER,ESCURO,True,True
COLHER_DIA_INDOOR_ESCURO3b.jpg,,COLHER,ESCURO,True,True
COLHER_DIA_INDOOR_ESCURO3c.jpg,,COLHER,ESCURO,True,True
COLHER_DIA_OUTDOOR_ESCURO3a.jpg,,COLHER,ESCURO,True,False
COLHER_DIA_OUTDOOR_ESCURO3b.jpg,,COLHER,ESCURO,True,False
COLHER_DIA_OUTDOOR_ESCURO3c.jpg,,COLHER,ESCURO,True,False
COLHER_NOITE_INDOOR_ESCURO3a.jpg,,COLHER,ESCURO,False,True
COLHER_NOITE_INDOOR_ESCURO3b.jpg,,COLHER,ESCURO,False,True
COLHER_NOITE_INDOOR_ESCURO3c.jpg,,COLHER,ESCURO,False,True
COLHER_NOITE_OUTDOOR_ESCURO3a.jpg,,COLHER,ESCURO,False,False
COLHER_NOITE_OUTDOOR_ESCURO3b.jpg,,COLHER,ESCURO,False,False
COLHER_NOITE_OUTDOOR_ESCURO3c.jpg,,COLHER,ESCURO,False,False
COLHER_DIA_INDOOR_CLARO3a.jpg,,COLHER,CLARO,True,True
COLHER_DIA_INDOOR_CLARO3b.jpg,,COLHER,CLARO,True,True
COLHER_DIA_INDOOR_CLARO3c.jpg,,COLHER,CLARO,True,True
COLHER_DIA_OUTDOOR_CLARO3a.jpg,,COLHER,CLARO,True,False
COLHER_DIA_OUTDOOR_CLARO3b.jpg,,COLHER,CLARO,True,False
COLHER_DIA_OUTDOOR_CLARO3c.jpg,,COLHER,CLARO,True,False
COLHER_NOITE_INDOOR_CLARO3a.jpg,,COLHER,CLARO,False,True
COLHER_NOITE_INDOOR_CLARO3b.jpg,,COLHER,CLARO,False,True
COLHER_NOITE_INDOOR_CLARO3c.jpg,,COLHER,CLARO,False,True
COLHER_NOITE_OUTDOOR_CLARO3a.jpg,,COLHER,CLARO,False,False
COLHER_NOITE_OUTDOOR_CLARO3b.jpg,,COLHER,CLARO,False,False
COLHER_NOITE_OUTDOOR_CLARO3c.jpg,,COLHER,CLARO,False,False
COLHER_DIA_INDOOR_MADEIRA3a.jpg,,COLHER,MADEIRA,True,True
COLHER_DIA_INDOOR_MADEIRA3b.jpg,,COLHER,MADEIRA,True,True
COLHER_DIA_INDOOR_MADEIRA3c.jpg,,COLHER,MADEIRA,True,True
COLHER_DIA_OUTDOOR_MADEIRA3a.jpg,,COLHER,MADEIRA,True,False
COLHER_DIA_OUTDOOR_MADEIRA3b.jpg,,COLHER,MADEIRA,True,False
COLHER_DIA_OUTDOOR_MADEIRA3c.jpg,,COLHER,MADEIRA,True,False
COLHER_NOITE_INDOOR_MADEIRA3a.jpg,,COLHER,MADEIRA,False,True
COLHER_NOITE_INDOOR_MADEIRA3b.jpg,,COLHER,MADEIRA,False,True
COLHER_NOITE_INDOOR_MADEIRA3c.jpg,,COLHER,MADEIRA,False,True
COLHER_NOITE_OUTDOOR_MADEIRA3a.jpg,,COLHER,MADEIRA,False,False
COLHER_NOITE_OUTDOOR_MADEIRA3b.jpg,,COLHER,MADEIRA,False,False
COLHER_NOITE_OUTDOOR_MADEIRA3c.jpg,,COLHER,MADEIRA,False,False
GARFO_DIA_INDOOR_ESCURO1a.jpg,2020-09-26,GARFO,ESCURO,True,True
GARFO_DIA_INDOOR_ESCURO1b.jpg,2020-09-26,GARFO,ESCURO,True,True
GARFO_DIA_INDOOR_ESCURO1c.jpg,2020-09-26,GARFO,ESCURO,True,True
GARFO_DIA_OUTDOOR_ESCURO1a.jpg,2020-09-26,GARFO,ESCURO,True,False
GARFO_DIA_OUTDOOR_ESCURO1b.jpg,2020-09-26,GARFO,ESCURO,True,False
GARFO_DIA_OUTDOOR_ESCURO1c.jpg,2020-09-26,GARFO,ESCURO,True,False
GARFO_NOITE_INDOOR_ESCURO1a.jpg,2020-09-26,GARFO,ESCURO,False,True
GARFO_NOITE_INDOOR_ESCURO1b.jpg,2020-09-26,GARFO,ESCURO,False,True
GARFO_NOITE_INDOOR_ESCURO1c.jpg,2020-09-26,GARFO,ESCURO,False,True
GARFO_NOITE_OUTDOOR_ESCURO1a.jpg,2020-09-26,GARFO,ESCURO,False,False
GARFO_NOITE_OUTDOOR_ESCURO1b.jpg,2020-09-26,GARFO,ESCURO,False,False
GARFO_NOITE_OUTDOOR_ESCURO1c.jpg,2020-09-26,GARFO,ESCURO,False,False
GARFO_DIA_INDOOR_CLARO1a.jpg,2020-09-26,GARFO,CLARO,True,True
GARFO_DIA_INDOOR_CLARO1b.jpg,2020-09-26,GARFO,CLARO,True,True
GARFO_DIA_INDOOR_CLARO1c.jpg,2020-09-26,GARFO,CLARO,True,True
GARFO_DIA_OUTDOOR_CLARO1a.jpg,2020-09-26,GARFO,CLARO,True,False
GARFO_DIA_OUTDOOR_CLARO1b.jpg,2020-09-26,GARFO,CLARO,True,False
GARFO_DIA_OUTDOOR_CLARO1c.jpg,2020-09-26,GARFO,CLARO,True,False
GARFO_NOITE_INDOOR_CLARO1a.jpg,2020-09-26,GARFO,CLARO,False,True
GARFO_NOITE_INDOOR_CLARO1b.jpg,2020-09-26,GARFO,CLARO,False,True
GARFO_NOITE_INDOOR_CLARO1c.jpg,2020-09-26,GARFO,CLARO,False,True
GARFO_NOITE_OUTDOOR_CLARO1a.jpg,2020-09-26,GARFO,CLARO,False,False
GARFO_NOITE_OUTDOOR_CLARO1b.jpg,2020-09-26,GARFO,CLARO,False,False
GARFO_NOITE_OUTDOOR_CLARO1c.jpg,2020-09-26,GARFO,CLARO,False,False
GARFO_DIA_INDOOR_MADEIRA1a.jpg,2020-09-26,GARFO,MADEIRA,True,True
GARFO_DIA_INDOOR_MADEIRA1b.jpg,2020-09-26,GARFO,MADEIRA,True,True
GARFO_DIA_INDOOR_MADEIRA1c.jpg,2020-09-26,GARFO,MADEIRA,True,True
GARFO_DIA_OUTDOOR_MADEIRA1a.jpg,2020-09-26,GARFO,MADEIRA,True,False
GARFO_DIA_OUTDOOR_MADEIRA1b.jpg,2020-09-26,GARFO,MADEIRA,True,False
GARFO_DIA_OUTDOOR_MADEIRA1c.jpg,2020-09-26,GARFO,MADEIRA,True,False
GARFO_NOITE_INDOOR_MADEIRA1a.jpg,2020-09-26,GARFO,MADEIRA,False,True
GARFO_NOITE_INDOOR_MADEIRA1b.jpg,2020-09-26,GARFO,MADEIRA,False,True
GARFO_NOITE_INDOOR_MADEIRA1c.jpg,2020-09-26,GARFO,MADEIRA,False,True
GARFO_NOITE_OUTDOOR_MADEIRA1a.jpg,2020-09-26,GARFO,MADEIRA,False,False
GARFO_NOITE_OUTDOOR_MADEIRA1b.jpg,2020-09-26,GARFO,MADEIRA,False,False
GARFO_NOITE_OUTDOOR_MADEIRA1c.jpg,2020-09-26,GARFO,MADEIRA,False,False
GARFO_DIA_INDOOR_ESCURO2a.jpg,,GARFO,ESCURO,True,True
GARFO_DIA_INDOOR_ESCURO2b.jpg,,GARFO,ESCURO,True,True
GARFO_DIA_INDOOR_ESCURO2c.jpg,,GARFO,ESCURO,True,True
GARFO_DIA_OUTDOOR_ESCURO2a.jpg,,GARFO,ESCURO,True,False
GARFO_DIA_OUTDOOR_ESCURO2b.jpg,,GARFO,ESCURO,True,False
GARFO_DIA_OUTDOOR_ESCURO2c.jpg,,GARFO,ESCURO,True,False
GARFO_NOITE_INDOOR_ESCURO2a.jpg,,GARFO,ESCURO,False,True
GARFO_NOITE_INDOOR_ESCURO2b.jpg,,GARFO,ESCURO,False,True
GARFO_NOITE_INDOOR_ESCURO2c.jpg,,GARFO,ESCURO,False,True
GARFO_NOITE_OUTDOOR_ESCURO2a.jpg,,GARFO,ESCURO,False,False
GARFO_NOITE_OUTDOOR_ESCURO2b.jpg,,GARFO,ESCURO,False,False
GARFO_NOITE_OUTDOOR_ESCURO2c.jpg,,GARFO,ESCURO,False,False
GARFO_DIA_INDOOR_CLARO2a.jpg,,GARFO,CLARO,True,True
GARFO_DIA_INDOOR_CLARO2b.jpg,,GARFO,CLARO,True,True
GARFO_DIA_INDOOR_CLARO2c.jpg,,GARFO,CLARO,True,True
GARFO_DIA_OUTDOOR_CLARO2a.jpg,,GARFO,CLARO,True,False
GARFO_DIA_OUTDOOR_CLARO2b.jpg,,GARFO,CLARO,True,False
GARFO_DIA_OUTDOOR_CLARO2c.jpg,,GARFO,CLARO,True,False
GARFO_NOITE_INDOOR_CLARO2a.jpg,,GARFO,CLARO,False,True
GARFO_NOITE_INDOOR_CLARO2b.jpg,,GARFO,CLARO,False,True
GARFO_NOITE_INDOOR_CLARO2c.jpg,,GARFO,CLARO,False,True
GARFO_NOITE_OUTDOOR_CLARO2a.jpg,,GARFO,CLARO,False,False
GARFO_NOITE_OUTDOOR_CLARO2b.jpg,,GARFO,CLARO,False,False
GARFO_NOITE_OUTDOOR_CLARO2c.jpg,,GARFO,CLARO,False,False
GARFO_DIA_INDOOR_MADEIRA2a.jpg,,GARFO,MADEIRA,True,True
GARFO_DIA_INDOOR_MADEIRA2b.jpg,,GARFO,MADEIRA,True,True
GARFO_DIA_INDOOR_MADEIRA2c.jpg,,GARFO,MADEIRA,True,True
GARFO_DIA_OUTDOOR_MADEIRA2a.jpg,,GARFO,MADEIRA,True,False
GARFO_DIA_OUTDOOR_MADEIRA2b.jpg,,GARFO,MADEIRA,True,False
GARFO_DIA_OUTDOOR_MADEIRA2c.jpg,,GARFO,MADEIRA,True,False
GARFO_NOITE_INDOOR_MADEIRA2a.jpg,,GARFO,MADEIRA,False,True
GARFO_NOITE_INDOOR_MADEIRA2b.jpg,,GARFO,MADEIRA,False,True
GARFO_NOITE_INDOOR_MADEIRA2c.jpg,,GARFO,MADEIRA,False,True
GARFO_NOITE_OUTDOOR_MADEIRA2a.jpg,,GARFO,MADEIRA,False,False
GARFO_NOITE_OUTDOOR_MADEIRA2b.jpg,,GARFO,MADEIRA,False,False
GARFO_NOITE_OUTDOOR_MADEIRA2c.jpg,,GARFO,MADEIRA,False,False
GARFO_DIA_INDOOR_ESCURO3a.jpg,,GARFO,ESCURO,True,True
GARFO_DIA_INDOOR_ESCURO3b.jpg,,GARFO,ESCURO,True,True
GARFO_DIA_INDOOR_ESCURO3c.jpg,,GARFO,ESCURO,True,True
GARFO_DIA_OUTDOOR_ESCURO3a.jpg,,GARFO,ESCURO,True,False
GARFO_DIA_OUTDOOR_ESCURO3b.jpg,,GARFO,ESCURO,True,False
GARFO_DIA_OUTDOOR_ESCURO3c.jpg,,GARFO,ESCURO,True,False
GARFO_NOITE_INDOOR_ESCURO3a.jpg,,GARFO,ESCURO,False,True
GARFO_NOITE_INDOOR_ESCURO3b.jpg,,GARFO,ESCURO,False,True
GARFO_NOITE_INDOOR_ESCURO3c.jpg,,GARFO,ESCURO,False,True
GARFO_NOITE_OUTDOOR_ESCURO3a.jpg,,GARFO,ESCURO,False,False
GARFO_NOITE_OUTDOOR_ESCURO3b.jpg,,GARFO,ESCURO,False,False
GARFO_NOITE_OUTDOOR_ESCURO3c.jpg,,GARFO,ESCURO,False,False
GARFO_DIA_INDOOR_CLARO3a.jpg,,GARFO,CLARO,True,True
GARFO_DIA_INDOOR_CLARO3b.jpg,,GARFO,CLARO,True,True
GARFO_DIA_INDOOR_CLARO3c.jpg,,GARFO,CLARO,True,True
GARFO_DIA_OUTDOOR_CLARO3a.jpg,,GARFO,CLARO,True,False
GARFO_DIA_OUTDOOR_CLARO3b.jpg,,GARFO,CLARO,True,False
GARFO_DIA_OUTDOOR_CLARO3c.jpg,,GARFO,CLARO,True,False
GARFO_NOITE_INDOOR_CLARO3a.jpg,,GARFO,CLARO,False,True
GARFO_NOITE_INDOOR_CLARO3b.jpg,,GARFO,CLARO,False,True
GARFO_NOITE_INDOOR_CLARO3c.jpg,,GARFO,CLARO,False,True
GARFO_NOITE_OUTDOOR_CLARO3a.jpg,,GARFO,CLARO,False,False
GARFO_NOITE_OUTDOOR_CLARO3b.jpg,,GARFO,CLARO,False,False
GARFO_NOITE_OUTDOOR_CLARO3c.jpg,,GARFO,CLARO,False,False
GARFO_DIA_INDOOR_MADEIRA3a.jpg,,GARFO,MADEIRA,True,True
GARFO_DIA_INDOOR_MADEIRA3b.jpg,,GARFO,MADEIRA,True,True
GARFO_DIA_INDOOR_MADEIRA3c.jpg,,GARFO,MADEIRA,True,True
GARFO_DIA_OUTDOOR_MADEIRA3a.jpg,,GARFO,MADEIRA,True,False
GARFO_DIA_OUTDOOR_MADEIRA3b.jpg,,GARFO,MADEIRA,True,False
GARFO_DIA_OUTDOOR_MADEIRA3c.jpg,,GARFO,MADEIRA,True,False
GARFO_NOITE_INDOOR_MADEIRA3a.jpg,,GARFO,MADEIRA,False,True
GARFO_NOITE_INDOOR_MADEIRA3b.jpg,,GARFO,MADEIRA,False,True
GARFO_NOITE_INDOOR_MADEIRA3c.jpg,,GARFO,MADEIRA,False,True
GARFO_NOITE_OUTDOOR_MADEIRA3a.jpg,,GARFO,MADEIRA,False,False
GARFO_NOITE_OUTDOOR_MADEIRA3b.jpg,,GARFO,MADEIRA,False,False
GARFO_NOITE_OUTDOOR_MADEIRA3c.jpg,,GARFO,MADEIRA,False,False
CANECA_DIA_INDOOR_ESCURO1a.jpg,2020-09-26,CANECA,ESCURO,True,True
CANECA_DIA_INDOOR_ESCURO1b.jpg,2020-09-26,CANECA,ESCURO,True,True
CANECA_DIA_INDOOR_ESCURO1c.jpg,2020-09-26,CANECA,ESCURO,True,True
CANECA_DIA_OUTDOOR_ESCURO1a.jpg,2020-09-26,CANECA,ESCURO,True,False
CANECA_DIA_OUTDOOR_ESCURO1b.jpg,2020-09-26,CANECA,ESCURO,True,False
CANECA_DIA_OUTDOOR_ESCURO1c.jpg,2020-09-26,CANECA,ESCURO,True,False
CANECA_NOITE_INDOOR_ESCURO1a.jpg,2020-09-26,CANECA,ESCURO,False,True
CANECA_NOITE_INDOOR_ESCURO1b.jpg,2020-09-26,CANECA,ESCURO,False,True
CANECA_NOITE_INDOOR_ESCURO1c.jpg,2020-09-26,CANECA,ESCURO,False,True
CANECA_NOITE_OUTDOOR_ESCURO1a.jpg,2020-09-26,CANECA,ESCURO,False,False
CANECA_NOITE_OUTDOOR_ESCURO1b.jpg,2020-09-26,CANECA,ESCURO,False,False
CANECA_NOITE_OUTDOOR_ESCURO1c.jpg,2020-09-26,CANECA,ESCURO,False,False
CANECA_DIA_INDOOR_CLARO1a.jpg,2020-09-26,CANECA,CLARO,True,True
CANECA_DIA_INDOOR_CLARO1b.jpg,2020-09-26,CANECA,CLARO,True,True
CANECA_DIA_INDOOR_CLARO1c.jpg,2020-09-26,CANECA,CLARO,True,True
CANECA_DIA_OUTDOOR_CLARO1a.jpg,2020-09-26,CANECA,CLARO,True,False
CANECA_DIA_OUTDOOR_CLARO1b.jpg,2020-09-26,CANECA,CLARO,True,False
CANECA_DIA_OUTDOOR_CLARO1c.jpg,2020-09-26,CANECA,CLARO,True,False
CANECA_NOITE_INDOOR_CLARO1a.jpg,2020-09-26,CANECA,CLARO,False,True
CANECA_NOITE_INDOOR_CLARO1b.jpg,2020-09-26,CANECA,CLARO,False,True
CANECA_NOITE_INDOOR_CLARO1c.jpg,2020-09-26,CANECA,CLARO,False,True
CANECA_NOITE_OUTDOOR_CLARO1a.jpg,2020-09-26,CANECA,CLARO,False,False
CANECA_NOITE_OUTDOOR_CLARO1b.jpg,2020-09-26,CANECA,CLARO,False,False
CANECA_NOITE_OUTDOOR_CLARO1c.jpg,2020-09-26,CANECA,CLARO,False,False
CANECA_DIA_INDOOR_MADEIRA1a.jpg,2020-09-26,CANECA,MADEIRA,True,True
CANECA_DIA_INDOOR_MADEIRA1b.jpg,2020-09-26,CANECA,MADEIRA,True,True
CANECA_DIA_INDOOR_MADEIRA1c.jpg,2020-09-26,CANECA,MADEIRA,True,True
CANECA_DIA_OUTDOOR_MADEIRA1a.jpg,2020-09-26,CANECA,MADEIRA,True,False
CANECA_DIA_OUTDOOR_MADEIRA1b.jpg,2020-09-26,CANECA,MADEIRA,True,False
CANECA_DIA_OUTDOOR_MADEIRA1c.jpg,2020-09-26,CANECA,MADEIRA,True,False
CANECA_NOITE_INDOOR_MADEIRA1a.jpg,2020-09-26,CANECA,MADEIRA,False,True
CANECA_NOITE_INDOOR_MADEIRA1b.jpg,2020-09-26,CANECA,MADEIRA,False,True
CANECA_NOITE_INDOOR_MADEIRA1c.jpg,2020-09-26,CANECA,MADEIRA,False,True
CANECA_NOITE_OUTDOOR_MADEIRA1a.jpg,2020-09-26,CANECA,MADEIRA,False,False
CANECA_NOITE_OUTDOOR_MADEIRA1b.jpg,2020-09-26,CANECA,MADEIRA,False,False
CANECA_NOITE_OUTDOOR_MADEIRA1c.jpg,2020-09-26,CANECA,MADEIRA,False,False
CANECA_DIA_INDOOR_ESCURO2a.jpg,,CANECA,ESCURO,True,True
CANECA_DIA_INDOOR_ESCURO2b.jpg,,CANECA,ESCURO,True,True
CANECA_DIA_INDOOR_ESCURO2c.jpg,,CANECA,ESCURO,True,True
CANECA_DIA_OUTDOOR_ESCURO2a.jpg,,CANECA,ESCURO,True,False
CANECA_DIA_OUTDOOR_ESCURO2b.jpg,,CANECA,ESCURO,True,False
CANECA_DIA_OUTDOOR_ESCURO2c.jpg,,CANECA,ESCURO,True,False
CANECA_NOITE_INDOOR_ESCURO2a.jpg,,CANECA,ESCURO,False,True
CANECA_NOITE_INDOOR_ESCURO2b.jpg,,CANECA,ESCURO,False,True
CANECA_NOITE_INDOOR_ESCURO2c.jpg,,CANECA,ESCURO,False,True
CANECA_NOITE_OUTDOOR_ESCURO2a.jpg,,CANECA,ESCURO,False,False
CANECA_NOITE_OUTDOOR_ESCURO2b.jpg,,CANECA,ESCURO,False,False
CANECA_NOITE_OUTDOOR_ESCURO2c.jpg,,CANECA,ESCURO,False,False
CANECA_DIA_INDOOR_CLARO2a.jpg,,CANECA,CLARO,True,True
CANECA_DIA_INDOOR_CLARO2b.jpg,,CANECA,CLARO,True,True
CANECA_DIA_INDOOR_CLARO2c.jpg,,CANECA,CLARO,True,True
CANECA_DIA_OUTDOOR_CLARO2a.jpg,,CANECA,CLARO,True,False
CANECA_DIA_OUTDOOR_CLARO2b.jpg,,CANECA,CLARO,True,False
CANECA_DIA_OUTDOOR_CLARO2c.jpg,,CANECA,CLARO,True,False
CANECA_NOITE_INDOOR_CLARO2a.jpg,,CANECA,CLARO,False,True
CANECA_NOITE_INDOOR_CLARO2b.jpg,,CANECA,CLARO,False,True
CANECA_NOITE_INDOOR_CLARO2c.jpg,,CANECA,CLARO,False,True
CANECA_NOITE_OUTDOOR_CLARO2a.jpg,,CANECA,CLARO,False,False
CANECA_NOITE_OUTDOOR_CLARO2b.jpg,,CANECA,CLARO,False,False
CANECA_NOITE_OUTDOOR_CLARO2c.jpg,,CANECA,CLARO,False,False
CANECA_DIA_INDOOR_MADEIRA2a.jpg,,CANECA,MADEIRA,True,True
CANECA_DIA_INDOOR_MADEIRA2b.jpg,,CANECA,MADEIRA,True,True
CANECA_DIA_INDOOR_MADEIRA2c.jpg,,CANECA,MADEIRA,True,True
CANECA_DIA_OUTDOOR_MADEIRA2a.jpg,,CANECA,MADEIRA,True,False
CANECA_DIA_OUTDOOR_MADEIRA2b.jpg,,CANECA,MADEIRA,True,False
CANECA_DIA_OUTDOOR_MADEIRA2c.jpg,,CANECA,MADEIRA,True,False
CANECA_NOITE_INDOOR_MADEIRA2a.jpg,,CANECA,MADEIRA,False,True
CANECA_NOITE_INDOOR_MADEIRA2b.jpg,,CANECA,MADEIRA,False,True
CANECA_NOITE_INDOOR_MADEIRA2c.jpg,,CANECA,MADEIRA,False,True
CANECA_NOITE_OUTDOOR_MADEIRA2a.jpg,,CANECA,MADEIRA,False,False
CANECA_NOITE_OUTDOOR_MADEIRA2b.jpg,,CANECA,MADEIRA,False,False
CANECA_NOITE_OUTDOOR_MADEIRA2c.jpg,,CANECA,MADEIRA,False,False
CANECA_DIA_INDOOR_ESCURO3a.jpg,,CANECA,ESCURO,True,True
CANECA_DIA_INDOOR_ESCURO3b.jpg,,CANECA,ESCURO,True,True
CANECA_DIA_INDOOR_ESCURO3c.jpg,,CANECA,ESCURO,True,True
CANECA_DIA_OUTDOOR_ESCURO3a.jpg,,CANECA,ESCURO,True,False
CANECA_DIA_OUTDOOR_ESCURO3b.jpg,,CANECA,ESCURO,True,False
CANECA_DIA_OUTDOOR_ESCURO3c.jpg,,CANECA,ESCURO,True,False
CANECA_NOITE_INDOOR_ESCURO3a.jpg,,CANECA,ESCURO,False,True
CANECA_NOITE_INDOOR_ESCURO3b.jpg,,CANECA,ESCURO,False,True
CANECA_NOITE_INDOOR_ESCURO3c.jpg,,CANECA,ESCURO,False,True
CANECA_NOITE_OUTDOOR_ESCURO3a.jpg,,CANECA,ESCURO,False,False
